,score,score,score,score,user score,user score,players,players,players
,mean,median,count,std,mean,median,sum,mean,max
genre,,,,,,,,,
"Action,Action Adventure,Shooter,General,Modern,Third-Person,Tactical,Modern",83.0,83.0,1,,8.0,8.0,0.0,,
"Action,Action Adventure,Shooter,General,Sci-Fi,Shooter,Third-Person,First-Person,Sci-Fi,Arcade",72.0,72.0,1,,6.7,6.7,0.0,,
"Action,Action Adventure,Shooter,General,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",84.0,84.0,1,,8.3,8.3,0.0,,
"Action,Action Adventure,Shooter,Historic,Historic,Open-World,Third-Person,Historic",95.0,95.0,1,,9.0,9.0,0.0,,
"Action,Action Adventure,Shooter,Horror,Horror,Shooter,Static,Shoot-'Em-Up,Top-Down",84.0,84.0,1,,8.4,8.4,0.0,,
"Action,Action Adventure,Shooter,Horror,Horror,Survival,First-Person,Modern",72.0,72.0,1,,7.9,7.9,0.0,,
"Action,Action Adventure,Shooter,Horror,Shooter,Third-Person,Shoot-'Em-Up,Modern,Modern,Top-Down",77.0,77.0,1,,7.0,7.0,0.0,,
"Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",75.0,75.0,3,4.0,7.866666666666667,7.9,0.0,,
"Action,Action Adventure,Shooter,Modern,General,Modern,First-Person,Modern",79.0,79.0,2,0.0,7.65,7.65,0.0,,
"Action,Action Adventure,Shooter,Sci-Fi,Linear,First-Person,Sci-Fi",58.0,58.0,1,,6.7,6.7,0.0,,
"Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,First-Person,Sci-Fi",89.33333333333333,89.0,3,0.5773502691896247,8.4,8.4,0.0,,
"Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,Third-Person,Sci-Fi",79.0,79.0,1,,6.7,6.7,0.0,,
"Action,Action Adventure,Shooter,Shooter,Linear,First-Person,Sci-Fi,Sci-Fi,Arcade",89.0,89.0,1,,8.7,8.7,0.0,,
"Action,Action Adventure,Shooter,Shooter,Linear,Third-Person,Sci-Fi,Sci-Fi",70.5,77.0,4,13.69914839202301,6.0,6.25,4.0,2.0,2.0
"Action,Action Adventure,Shooter,Shooter,Open-World,Third-Person,Sci-Fi,Sci-Fi",83.0,83.0,1,,7.9,7.9,0.0,,
"Action,Action Adventure,Shooter,Survival,First-Person,Arcade",71.25,71.5,4,4.92442890089805,6.225,6.1,0.0,,
"Action,Action Adventure,Shooter,Survival,First-Person,Third-Person,Tactical,Arcade",66.0,66.0,1,,4.0,4.0,0.0,,
"Action,Action Adventure,Shooter,Survival,Sandbox,First-Person,Arcade",40.0,40.0,2,7.0710678118654755,5.550000000000001,5.550000000000001,0.0,,
"Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",66.875,70.5,8,9.598176910226236,7.3,7.6,0.0,,
"Action,Adventure,General",64.0,75.0,3,21.702534414210707,6.866666666666667,6.8,0.0,,
"Action,Adventure,General,3D,First-Person",40.0,40.0,2,2.8284271247461903,4.6,4.6,0.0,,
"Action,Adventure,General,3D,First-Person,Sci-Fi,Sci-Fi",55.0,55.0,1,,3.8,3.8,0.0,,
"Action,Adventure,General,3D,Point-and-Click,Modern,Third-Person,Modern",76.0,76.0,1,,7.2,7.2,0.0,,
"Action,Adventure,General,3D,Third-Person",71.9375,72.0,16,4.611127844681812,6.25,6.300000000000001,0.0,,
"Action,Adventure,General,General",62.5,62.5,2,3.5355339059327378,6.0,6.0,0.0,,
"Action,Adventure,General,General,3D,First-Person",79.0,79.0,1,,8.1,8.1,0.0,,
"Action,Adventure,General,General,3D,First-Person,Modern",88.0,88.0,1,,8.0,8.0,0.0,,
"Action,Adventure,General,General,3D,Third-Person",77.0,77.0,1,,7.6,7.6,0.0,,
"Action,Adventure,General,General,Beat-'Em-Up,2D",65.0,65.0,1,,7.5,7.5,0.0,,
"Action,Adventure,General,General,Beat-'Em-Up,3D",50.0,50.0,2,1.4142135623730951,6.1,6.1,0.0,,
"Action,Adventure,General,General,General",33.0,33.0,1,,5.0,5.0,0.0,,
"Action,Adventure,General,General,General,Platformer,3D",53.0,53.0,1,,7.0,7.0,0.0,,
"Action,Adventure,General,General,General,Point-and-Click",75.0,75.0,1,,8.2,8.2,0.0,,
"Action,Adventure,General,General,Platformer,2D",68.0,74.0,7,10.48808848170152,6.585714285714286,6.5,2.0,2.0,2.0
"Action,Adventure,General,General,Point-and-Click",83.66666666666667,84.0,3,3.5118845842842483,8.366666666666667,8.3,0.0,,
"Action,Adventure,General,Platformer,2D",69.0,69.0,2,9.899494936611665,6.8,6.8,0.0,,
"Action,Adventure,General,Platformer,3D",74.66666666666667,74.0,3,2.081665999466134,6.266666666666667,6.0,0.0,,
"Action,Adventure,General,Platformer,Platformer,2D,2D",74.33333333333333,81.0,3,17.009801096230763,7.566666666666666,7.8,0.0,,
"Action,Adventure,General,Platformer,Platformer,3D,2D,3D",77.0,77.0,1,,8.2,8.2,0.0,,
"Action,Adventure,General,Platformer,Platformer,3D,3D",80.66666666666667,77.0,3,10.016652800877814,7.833333333333333,7.4,0.0,,
"Action,Adventure,General,Point-and-Click",74.125,75.5,24,5.479705641094554,7.0375000000000005,7.05,0.0,,
"Action,Adventure,General,Shooter,First-Person,Arcade",59.0,59.0,1,,6.0,6.0,0.0,,
"Action,Adventure,General,Shooter,First-Person,Fantasy,Arcade",56.0,56.0,1,,,,0.0,,
"Action,Adventure,General,Visual Novel",79.5,83.0,4,9.255628917943215,7.2,7.5,0.0,,
"Action,Adventure,Interactive Movie,General,Arcade",50.0,50.0,1,,5.3,5.3,0.0,,
"Action,Adventure,Interactive Movie,General,Arcade,Interactive Movie",41.0,41.0,1,,6.0,6.0,0.0,,
"Action,Adventure,Interactive Movie,General,Interactive Movie",36.0,36.0,1,,6.3,6.3,0.0,,
"Action,Adventure,Platformer,Fantasy,Third-Person,Fantasy,3D",54.0,54.0,1,,6.9,6.9,0.0,,
"Action,Adventure,Platformer,General,2D",82.0,82.0,1,,7.1,7.1,0.0,,
"Action,Adventure,Platformer,Sci-Fi,Sci-Fi,Third-Person,3D",70.0,70.0,1,,8.4,8.4,0.0,,
"Action,Adventure,Shooter,3D,First-Person,Fantasy,Sci-Fi",77.0,77.0,1,,7.8,7.8,0.0,,
"Action,Adventure,Shooter,3D,First-Person,Sci-Fi,Sci-Fi,Arcade",57.5,57.5,2,2.1213203435596424,6.65,6.65,0.0,,
"Action,Adventure,Shooter,Beat-'Em-Up,Sci-Fi,Sci-Fi,Third-Person,3D,Arcade",60.833333333333336,62.0,6,4.708148963941843,5.3,5.3,0.0,,
"Action,Adventure,Shooter,Shooter,First-Person,Fantasy,Fantasy,Fantasy,Arcade",69.33333333333333,71.0,3,3.78593889720018,6.8999999999999995,7.0,0.0,,
"Action,Arcade",70.17241379310344,70.0,29,10.562970921090473,6.92608695652174,7.3,0.0,,
"Action,Beat-'Em-Up",63.15060240963855,65.0,166,13.075360807295663,7.371523178807946,7.8,0.0,,
"Action,Beat-'Em-Up,2D",67.91666666666667,69.0,48,13.365298562836495,6.739130434782608,6.9,14.0,2.0,2.0
"Action,Beat-'Em-Up,2D,3D",72.0,72.0,1,,8.1,8.1,0.0,,
"Action,Beat-'Em-Up,3D",69.2,70.0,65,7.906089425246834,7.048333333333333,7.0,22.0,2.0,2.0
"Action,Beat-'Em-Up,Beat-'Em-Up",49.5,49.5,2,19.091883092036785,5.9,5.9,0.0,,
"Action,Beat-'Em-Up,Beat-'Em-Up,2D",61.0,61.0,68,12.337299348880226,6.684375,6.9,0.0,,
"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",60.483870967741936,59.0,31,9.062269648537047,7.233333333333333,7.45,0.0,,
"Action,Beat-'Em-Up,Beat-'Em-Up,3D",61.0,60.0,52,10.352606946476573,7.342307692307693,7.5,20.0,2.0,2.0
"Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,2D,3D",62.0,61.0,3,6.557438524302,4.766666666666667,4.4,0.0,,
"Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,3D",62.0,62.0,1,,7.3,7.3,0.0,,
"Action,Beat-'Em-Up,General",29.0,29.0,1,,3.3,3.3,0.0,,
"Action,Beat-'Em-Up,General,Beat-'Em-Up,2D",73.0,73.0,1,,7.5,7.5,0.0,,
"Action,Driving,Car Combat,Arcade,Car Combat",67.5,67.5,2,2.1213203435596424,5.75,5.75,0.0,,
"Action,Driving,General,Car Combat,General",30.0,30.0,1,,3.7,3.7,0.0,,
"Action,Driving,General,General,Arcade",43.0,43.0,1,,5.3,5.3,0.0,,
"Action,Driving,Shooter,Mission-based,Shooter,Third-Person,Modern,Modern,Arcade",66.0,65.0,3,3.605551275463989,7.2,7.2,0.0,,
"Action,Fantasy,Beat-'Em-Up,Action Adventure,Linear",86.0,86.0,1,,8.8,8.8,0.0,,
"Action,Fighting,2D",73.83739837398375,76.0,123,12.012543979032687,6.985087719298245,7.6,38.0,2.0,2.0
"Action,Fighting,2D,3D",81.66666666666667,83.0,3,5.131601439446886,7.033333333333334,7.6,0.0,,
"Action,Fighting,3D",68.32885906040268,69.0,149,14.121788299310484,7.3084507042253515,7.6,12.0,2.0,2.0
"Action,Fighting,Beat-'Em-Up,2D,2D",31.0,31.0,1,,3.4,3.4,0.0,,
"Action,Fighting,Beat-'Em-Up,Fighting,2D,2D",77.0,77.0,1,,6.7,6.7,0.0,,
"Action,Fighting,Beat-'Em-Up,Fighting,3D,2D",67.0,67.0,1,,8.1,8.1,0.0,,
"Action,Fighting,Beat-'Em-Up,Fighting,3D,3D",59.0,59.0,1,,7.4,7.4,2.0,2.0,2.0
"Action,Fighting,Fighting,2D,2D",75.62903225806451,77.5,62,9.969188386268435,7.165573770491804,7.4,12.0,2.0,2.0
"Action,Fighting,Fighting,3D,2D",85.0,85.0,1,,7.8,7.8,0.0,,
"Action,Fighting,Fighting,3D,2D,2D",61.0,61.0,1,,5.5,5.5,0.0,,
"Action,Fighting,Fighting,3D,2D,2D,3D",83.33333333333333,80.0,3,7.571877794400364,7.7,7.2,0.0,,
"Action,Fighting,Fighting,3D,2D,3D",80.76470588235294,84.0,17,13.103097972257867,6.964705882352941,7.3,6.0,2.0,2.0
"Action,Fighting,Fighting,3D,3D",66.54255319148936,70.5,94,14.278839817345045,7.102127659574468,7.55,30.0,2.0,2.0
"Action,Fighting,Fighting,Wrestling,3D,Wrestling",79.0,79.0,1,,8.3,8.3,0.0,,
"Action,Fighting,Wrestling",65.47058823529412,68.0,51,16.194261874104022,7.3311111111111105,7.5,0.0,,
"Action,First-Person,Sci-Fi,Shooter,Miscellaneous,Compilation",69.0,69.0,1,,8.2,8.2,0.0,,
"Action,First-Person,Sci-Fi,Shooter,Strategy,Real-Time,Defense",74.0,74.0,1,,7.3,7.3,0.0,,
"Action,First-Person,Shooter,Arcade",80.75,84.0,4,13.59840676942217,6.699999999999999,7.6,0.0,,
"Action,Flight",67.0,67.0,1,,8.0,8.0,0.0,,
"Action,Flight,Flight",49.0,49.0,1,,,,0.0,,
"Action,General",66.5653409090909,69.0,352,12.504187009195867,6.632398753894081,7.0,8.0,2.0,2.0
"Action,General,Action Adventure,Fantasy,General,Fantasy",48.75,49.0,4,10.688779163215974,5.9,6.1,0.0,,
"Action,General,Action Adventure,Fantasy,General,Fantasy,Linear",85.33333333333333,85.0,3,0.5773502691896247,5.966666666666666,5.6,0.0,,
"Action,General,Action Adventure,Open-World",71.0,71.0,1,,5.7,5.7,0.0,,
"Action,General,Action Adventure,Survival",61.0,61.0,1,,7.1,7.1,0.0,,
"Action,General,Adventure,3D,First-Person",70.5,70.5,2,3.5355339059327378,,,0.0,,
"Action,General,Adventure,3D,Third-Person",64.5,64.5,2,4.949747468305833,7.6,7.6,0.0,,
"Action,General,Adventure,Point-and-Click",75.66666666666667,77.5,6,5.609515724790036,6.95,6.9,0.0,,
"Action,General,Adventure,Visual Novel",81.0,81.0,1,,7.5,7.5,0.0,,
"Action,General,Arcade",66.83333333333333,69.5,6,14.358505028959902,6.266666666666667,6.35,0.0,,
"Action,General,Beat-'Em-Up,2D,3D",77.0,77.0,1,,7.9,7.9,0.0,,
"Action,General,Beat-'Em-Up,3D",64.0,64.5,4,11.518101695447328,6.15,6.55,0.0,,
"Action,General,Beat-'Em-Up,Beat-'Em-Up,2D",77.0,77.0,3,4.0,7.766666666666667,7.8,0.0,,
"Action,General,Beat-'Em-Up,Beat-'Em-Up,2D,3D",56.0,56.0,1,,6.8,6.8,0.0,,
"Action,General,Fantasy,General,Fantasy,Action Adventure,Open-World",80.0,80.0,1,,7.7,7.7,0.0,,
"Action,General,Fighting,3D",73.66666666666667,75.0,6,3.8297084310253506,7.45,7.6,4.0,2.0,2.0
"Action,General,Fighting,Fighting,2D,2D",77.0,77.0,1,,8.7,8.7,0.0,,
"Action,General,Fighting,Fighting,3D,3D",45.0,45.0,1,,5.3,5.3,0.0,,
"Action,General,Fighting,General,3D",38.0,38.0,1,,3.3,3.3,0.0,,
"Action,General,Flight,Flight",64.0,64.0,1,,6.9,6.9,0.0,,
"Action,General,General",59.04912280701755,60.0,285,11.955214591046229,6.433333333333334,6.7,6.0,2.0,2.0
"Action,General,General,Action Adventure,Open-World",61.0,61.0,1,,3.3,3.3,0.0,,
"Action,General,General,Adventure,3D,First-Person",78.0,78.0,1,,6.5,6.5,0.0,,
"Action,General,General,Adventure,Point-and-Click",64.0,64.0,1,,6.5,6.5,0.0,,
"Action,General,General,Arcade",67.875,66.5,16,7.855995587235686,6.5600000000000005,6.5,0.0,,
"Action,General,General,Beat-'Em-Up,2D",47.0,47.0,2,24.041630560342615,4.1,4.1,0.0,,
"Action,General,General,Fighting,2D",58.0,58.0,2,2.8284271247461903,6.7,6.7,0.0,,
"Action,General,General,Fighting,3D",43.5,43.5,2,21.920310216782973,5.0,5.0,0.0,,
"Action,General,General,Platformer,2D",65.25,64.0,4,15.777093099385157,6.75,7.4,0.0,,
"Action,General,General,Platformer,3D",72.0,72.0,1,,8.3,8.3,0.0,,
"Action,General,General,Role-Playing,General",82.0,82.0,2,0.0,7.85,7.85,0.0,,
"Action,General,General,Shooter,First-Person,Arcade",71.5,71.5,2,3.5355339059327378,6.550000000000001,6.550000000000001,0.0,,
"Action,General,General,Shooter,First-Person,Tactical",73.0,73.0,1,,7.7,7.7,0.0,,
"Action,General,General,Shooter,Light Gun",27.0,27.0,1,,5.2,5.2,0.0,,
"Action,General,General,Shooter,Scrolling,Shoot-'Em-Up,Top-Down,Vertical",70.0,70.0,1,,6.3,6.3,0.0,,
"Action,General,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",70.0,70.0,1,,5.8,5.8,0.0,,
"Action,General,General,Shooter,Shoot-'Em-Up,Horizontal",67.0,67.0,1,,6.2,6.2,0.0,,
"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",68.9,68.0,10,7.964504588066564,6.077777777777778,5.8,4.0,2.0,2.0
"Action,General,General,Shooter,Shoot-'Em-Up,Vertical",81.0,81.0,1,,7.1,7.1,0.0,,
"Action,General,General,Shooter,Third-Person,Arcade",58.57142857142857,51.0,7,16.359066220877267,6.883333333333333,7.75,0.0,,
"Action,General,General,Shooter,Third-Person,Modern,Arcade",50.0,50.0,1,,5.9,5.9,0.0,,
"Action,General,General,Shooter,Third-Person,Sci-Fi,Arcade",30.333333333333332,26.0,3,7.505553499465135,2.1333333333333333,1.5,0.0,,
"Action,General,General,Shooter,Third-Person,Tactical",77.0,77.0,2,5.656854249492381,5.05,5.05,0.0,,
"Action,General,Horror,Action Adventure,Survival",67.0,67.0,1,,7.8,7.8,0.0,,
"Action,General,Miscellaneous,Card Battle,Strategy,Turn-Based,Card Battle",73.0,73.0,1,,7.5,7.5,0.0,,
"Action,General,Miscellaneous,General,General",54.0,54.0,1,,5.7,5.7,0.0,,
"Action,General,Platformer,2D",64.0952380952381,70.0,21,13.619488837341736,6.529411764705882,6.3,0.0,,
"Action,General,Platformer,2D,3D",54.0,54.0,1,,8.0,8.0,0.0,,
"Action,General,Platformer,3D",65.0,68.0,3,5.196152422706632,7.8,7.5,0.0,,
"Action,General,Platformer,Platformer,2D,2D",73.92857142857143,74.0,14,8.147338269589701,7.064285714285715,7.2,0.0,,
"Action,General,Platformer,Platformer,3D,2D,3D",60.0,60.0,1,,8.1,8.1,0.0,,
"Action,General,Platformer,Platformer,3D,3D",69.0,69.0,1,,7.5,7.5,0.0,,
"Action,General,Platformer,Shooter,2D,Shoot-'Em-Up,Horizontal",75.0,75.0,1,,6.9,6.9,0.0,,
"Action,General,Racing,Simulation,Automobile",64.0,64.0,1,,6.3,6.3,0.0,,
"Action,General,Role-Playing,Action RPG",64.33333333333333,66.0,3,5.686240703077325,7.2,6.9,0.0,,
"Action,General,Role-Playing,Action RPG,Action RPG",77.0,77.0,1,,8.2,8.2,0.0,,
"Action,General,Role-Playing,Japanese-Style",72.0,72.0,1,,8.1,8.1,0.0,,
"Action,General,Shooter,First-Person,Arcade",68.33333333333333,75.0,6,12.98717315918544,6.366666666666667,6.7,0.0,,
"Action,General,Shooter,First-Person,Sci-Fi,Arcade",64.5,64.5,2,0.7071067811865476,7.3,7.3,0.0,,
"Action,General,Shooter,First-Person,Tactical",73.0,87.0,3,26.0,6.3,7.6,0.0,,
"Action,General,Shooter,General,Shooter,First-Person,Sci-Fi,Arcade",75.0,75.0,1,,6.5,6.5,0.0,,
"Action,General,Shooter,Light Gun",85.0,85.0,1,,7.6,7.6,0.0,,
"Action,General,Shooter,Scrolling,Shoot-'Em-Up,Top-Down",73.0,73.0,1,,7.3,7.3,0.0,,
"Action,General,Shooter,Scrolling,Shoot-'Em-Up,Top-Down,Vertical",53.0,53.0,1,,4.5,4.5,0.0,,
"Action,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical",86.5,86.5,2,0.7071067811865476,7.4,7.4,0.0,,
"Action,General,Shooter,Shoot-'Em-Up,Top-Down",69.8,72.0,10,15.949921629901507,7.08,7.45,0.0,,
"Action,General,Shooter,Shoot-'Em-Up,Vertical",72.0,72.0,1,,7.4,7.4,0.0,,
"Action,General,Shooter,Shooter,First-Person,Modern,Modern,Arcade",66.66666666666667,65.0,3,2.88675134594813,6.566666666666666,6.6,0.0,,
"Action,General,Shooter,Shooter,First-Person,Tactical,Modern,Modern",40.0,40.0,1,,4.9,4.9,0.0,,
"Action,General,Shooter,Shooter,Rail,Rail",87.0,87.0,1,,8.5,8.5,0.0,,
"Action,General,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",59.5,58.5,4,10.14889156509222,6.0,6.5,0.0,,
"Action,General,Shooter,Shooter,Static,Rail,Static,Shoot-'Em-Up,Top-Down",54.0,54.0,1,,6.3,6.3,0.0,,
"Action,General,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",71.4,69.0,5,11.674759098157018,7.38,7.7,0.0,,
"Action,General,Shooter,Shooter,Third-Person,Light Gun,Light Gun,Modern",60.0,60.0,1,,6.5,6.5,0.0,,
"Action,General,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",47.0,47.0,1,,5.4,5.4,0.0,,
"Action,General,Shooter,Shooter,Third-Person,Tactical,Historic,Historic",66.33333333333333,67.0,3,4.041451884327379,6.8999999999999995,6.8,4.0,2.0,2.0
"Action,General,Shooter,Static,Shoot-'Em-Up,Top-Down",67.0,67.0,1,,3.0,3.0,0.0,,
"Action,General,Shooter,Third-Person,Arcade",65.0,65.0,1,,7.2,7.2,0.0,,
"Action,General,Shooter,Third-Person,Shoot-'Em-Up,Modern,Top-Down",33.0,33.0,2,1.4142135623730951,4.15,4.15,0.0,,
"Action,General,Shooter,Third-Person,Tactical",75.0,75.0,1,,7.6,7.6,0.0,,
"Action,General,Simulation,Action Adventure,Space,Open-World,Combat",79.0,79.0,1,,7.5,7.5,0.0,,
"Action,General,Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",45.0,45.0,1,,5.7,5.7,0.0,,
"Action,General,Simulation,Space,Combat",71.0,71.0,1,,6.8,6.8,0.0,,
"Action,General,Simulation,Virtual,Career",71.0,71.0,1,,7.3,7.3,0.0,,
"Action,General,Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",50.0,50.0,1,,,,0.0,,
"Action,General,Sports,Team,Basketball,Sim",86.5,86.5,2,0.7071067811865476,6.4,6.4,0.0,,
"Action,General,Sports,Traditional,Team,Soccer,Sim",80.5,80.5,2,2.1213203435596424,6.9,6.9,0.0,,
"Action,General,Strategy,Real-Time,MOBA,MOBA",71.0,71.0,1,,8.1,8.1,0.0,,
"Action,General,Strategy,Turn-Based,General,Fantasy",66.0,66.0,1,,7.0,7.0,0.0,,
"Action,General,Strategy,Turn-Based,Tactics",81.5,81.5,2,4.949747468305833,8.25,8.25,0.0,,
"Action,Miscellaneous,Action Adventure,Sci-Fi,General,Compilation",80.0,80.0,1,,6.2,6.2,0.0,,
"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click",80.4,80.0,5,2.6076809620810604,7.9,7.7,0.0,,
"Action,Miscellaneous,Adventure,General,Rhythm,General,Party / Minigame,Music",46.0,46.0,1,,6.7,6.7,0.0,,
"Action,Miscellaneous,Adventure,General,Rhythm,Music,Music",62.0,62.0,1,,7.4,7.4,0.0,,
"Action,Miscellaneous,Beat-'Em-Up,Compilation",78.25,78.0,4,1.500000000000002,6.9,6.95,0.0,,
"Action,Miscellaneous,Beat-'Em-Up,Compilation,3D",69.0,69.0,1,,7.1,7.1,2.0,2.0,2.0
"Action,Miscellaneous,Beat-'Em-Up,Compilation,Compilation",80.0,80.0,2,4.242640687119285,7.3,7.3,0.0,,
"Action,Miscellaneous,Board Games,Shooter,Board Games,First-Person,Tactical",38.0,38.0,1,,1.9,1.9,0.0,,
"Action,Miscellaneous,Fighting,Compilation,2D",70.5,71.0,8,9.071147352221454,7.225,7.1,2.0,2.0,2.0
"Action,Miscellaneous,Fighting,Fighting,Compilation,2D,2D",81.0,81.0,1,,8.7,8.7,0.0,,
"Action,Miscellaneous,Fighting,Fighting,Party / Minigame,2D,2D",68.0,68.0,1,,7.2,7.2,0.0,,
"Action,Miscellaneous,Fighting,Party / Minigame,3D",62.0,62.0,1,,,,0.0,,
"Action,Miscellaneous,General,Compilation",68.5,68.5,2,4.949747468305833,6.2,6.2,0.0,,
"Action,Miscellaneous,General,Compilation,Compilation",65.0,65.0,2,1.4142135623730951,4.85,4.85,0.0,,
"Action,Miscellaneous,General,Gambling",53.0,53.0,1,,6.1,6.1,0.0,,
"Action,Miscellaneous,General,General,Board / Card Game",72.5,72.5,2,10.606601717798213,6.7,6.7,0.0,,
"Action,Miscellaneous,General,General,Compilation",70.14285714285714,66.0,7,9.388442743227287,6.228571428571429,7.1,0.0,,
"Action,Miscellaneous,General,General,General",69.8,72.0,5,8.438009243891594,7.12,7.5,0.0,,
"Action,Miscellaneous,General,General,Party / Minigame",58.333333333333336,56.0,3,6.806859285554046,5.75,5.75,0.0,,
"Action,Miscellaneous,General,General,Shooter,First-Person,Arcade",70.0,70.0,1,,6.7,6.7,0.0,,
"Action,Miscellaneous,General,General,Trivia / Game Show",77.0,77.0,1,,6.9,6.9,0.0,,
"Action,Miscellaneous,General,Music Maker,Music Maker,Application",63.0,63.0,1,,6.4,6.4,0.0,,
"Action,Miscellaneous,General,Party / Minigame",63.0,63.0,2,7.0710678118654755,6.25,6.25,0.0,,
"Action,Miscellaneous,General,Party,Party / Minigame",45.5,45.5,2,3.5355339059327378,5.199999999999999,5.199999999999999,0.0,,
"Action,Miscellaneous,General,Party,Party,Party / Minigame",55.5,55.5,2,0.7071067811865476,6.9,6.9,0.0,,
"Action,Miscellaneous,General,Pinball",79.0,79.0,1,,7.1,7.1,0.0,,
"Action,Miscellaneous,Parlor,Pinball",82.25,82.5,4,1.707825127659933,6.05,6.0,0.0,,
"Action,Miscellaneous,Parlor,Pinball,Pinball",79.20833333333333,82.0,24,8.811944298441782,7.491666666666667,7.8,0.0,,
"Action,Miscellaneous,Party,Platformer,Party / Minigame,3D",76.0,76.0,1,,7.8,7.8,0.0,,
"Action,Miscellaneous,Platformer,2D,General,Action Adventure,Sandbox",55.0,55.0,1,,6.8,6.8,0.0,,
"Action,Miscellaneous,Platformer,Compilation,2D",76.33333333333333,78.0,3,9.609023536933048,8.0,8.3,0.0,,
"Action,Miscellaneous,Platformer,Compilation,Compilation,2D",70.0,70.0,1,,7.5,7.5,0.0,,
"Action,Miscellaneous,Platformer,Compilation,Compilation,3D",74.0,74.0,2,9.899494936611665,7.5,7.5,0.0,,
"Action,Miscellaneous,Platformer,Party / Minigame,2D",67.33333333333333,65.0,3,5.859465277082314,6.233333333333333,5.9,0.0,,
"Action,Miscellaneous,Platformer,Platformer,Compilation,2D,2D",80.0,80.0,1,,8.2,8.2,0.0,,
"Action,Miscellaneous,Platformer,Platformer,Party / Minigame,3D,3D",58.5,56.5,4,5.802298395176403,6.6000000000000005,6.8,0.0,,
"Action,Miscellaneous,Platformer,Puzzle,Puzzle,Platformer,2D,General,2D",80.0,80.0,1,,8.4,8.4,0.0,,
"Action,Miscellaneous,Puzzle,General,General,Puzzle,Party / Minigame,General",37.0,37.0,1,,4.6,4.6,0.0,,
"Action,Miscellaneous,Puzzle,General,Puzzle,Action",54.0,54.0,1,,,,0.0,,
"Action,Miscellaneous,Puzzle,General,Puzzle,Platformer,General,2D",74.0,74.0,1,,7.7,7.7,0.0,,
"Action,Miscellaneous,Puzzle,General,Puzzle,Puzzle,Matching,Matching",59.0,59.0,1,,8.5,8.5,0.0,,
"Action,Miscellaneous,Puzzle,Platformer,2D",76.0,76.0,1,,7.5,7.5,0.0,,
"Action,Miscellaneous,Puzzle,Platformer,Puzzle,General,Puzzle,3D,General",74.0,74.0,1,,7.4,7.4,0.0,,
"Action,Miscellaneous,Rhythm,Dancing",72.0,72.0,3,2.0,6.8,6.8,0.0,,
"Action,Miscellaneous,Rhythm,Dancing,Dancing",67.0,69.0,23,10.527021507443674,7.447619047619048,7.7,0.0,,
"Action,Miscellaneous,Rhythm,Dancing,Music,Dancing",67.0,67.0,1,,5.0,5.0,0.0,,
"Action,Miscellaneous,Rhythm,General,Dancing,Dancing",64.5,64.5,2,2.1213203435596424,7.6,7.6,0.0,,
"Action,Miscellaneous,Rhythm,Music",70.125,66.5,8,9.140764269390795,7.2124999999999995,7.300000000000001,2.0,2.0,2.0
"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Application,Music",71.0,71.0,1,,7.0,7.0,0.0,,
"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Dancing",65.0,65.0,1,,3.9,3.9,0.0,,
"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Music",61.8,69.0,5,24.335159748807897,4.95,4.95,0.0,,
"Action,Miscellaneous,Rhythm,Music Maker,Music,Music",74.33333333333333,74.0,3,2.516611478423582,7.133333333333333,7.3,0.0,,
"Action,Miscellaneous,Rhythm,Music,Music",74.5111111111111,76.0,135,12.11318922636935,7.023387096774194,7.4,4.0,2.0,2.0
